日期,小时,模型方向,量级(元/MWh),置信度,小时先验,是否出手,交易建议,实际价差(元/MWh),方向核对,套利时机,套利结果,套利盈亏(元/MWh)
2026-07-31,20:00,负偏差,35.0,0.457,不明,否,不动,71.6,未出手,观望,错过 +71.6,0.0
2026-07-31,21:00,负偏差,34.0,0.437,负,否,不动,29.9,未出手,观望,未出手,0.0
2026-07-31,22:00,负偏差,30.2,0.466,不明,否,不动,27.4,未出手,观望,未出手,0.0
2026-07-31,23:00,正偏差,16.8,0.376,负,否,不动,19.8,未出手,观望,未出手,0.0
2026-08-01,00:00,中性,24.2,0.349,负,否,不动,-5.5,未出手,观望,未出手,0.0
2026-08-01,01:00,负偏差,27.8,0.35,负,否,不动,7.2,未出手,观望,未出手,0.0
2026-08-01,02:00,正偏差,29.1,0.337,不明,否,不动,12.3,未出手,观望,未出手,0.0
2026-08-01,03:00,负偏差,27.2,0.347,正,否,不动,16.1,未出手,观望,未出手,0.0
2026-08-01,04:00,负偏差,28.5,0.365,正,否,不动,9.3,未出手,观望,未出手,0.0
2026-08-01,05:00,正偏差,30.0,0.349,正,否,不动,13.3,未出手,观望,未出手,0.0
2026-08-01,06:00,中性,27.4,0.377,不明,否,不动,5.9,未出手,观望,未出手,0.0
2026-08-01,07:00,中性,27.7,0.377,不明,否,不动,6.3,未出手,观望,未出手,0.0
2026-08-01,08:00,负偏差,32.3,0.382,不明,否,不动,28.7,未出手,观望,未出手,0.0
2026-08-01,09:00,负偏差,25.5,0.367,正,否,不动,39.7,未出手,观望,未出手,0.0
2026-08-01,10:00,中性,25.0,0.46,正,否,不动,68.6,未出手,观望,错过 +68.6,0.0
2026-08-01,11:00,中性,24.9,0.499,正,否,不动,41.7,未出手,观望,未出手,0.0
2026-08-01,12:00,中性,22.8,0.376,正,否,不动,73.3,未出手,观望,错过 +73.3,0.0
2026-08-01,13:00,正偏差,26.0,0.405,不明,否,不动,65.1,未出手,观望,错过 +65.1,0.0
2026-08-01,14:00,正偏差,38.0,0.362,正,否,不动,52.6,未出手,观望,错过 +52.6,0.0
2026-08-01,15:00,负偏差,45.2,0.355,正,否,不动,55.3,未出手,观望,错过 +55.3,0.0
2026-08-01,16:00,负偏差,45.0,0.362,正,否,不动,13.0,未出手,观望,未出手,0.0
2026-08-01,17:00,负偏差,35.3,0.392,不明,否,不动,15.8,未出手,观望,未出手,0.0
2026-08-01,18:00,正偏差,36.7,0.413,不明,否,不动,-7.9,未出手,观望,未出手,0.0
2026-08-01,19:00,正偏差,55.5,0.394,不明,否,不动,15.3,未出手,观望,未出手,0.0
2026-08-01,20:00,正偏差,53.9,0.392,不明,否,不动,7.6,未出手,观望,未出手,0.0
2026-08-01,21:00,正偏差,32.1,0.363,负,否,不动,14.4,未出手,观望,未出手,0.0
2026-08-01,22:00,正偏差,26.8,0.355,不明,否,不动,7.8,未出手,观望,未出手,0.0
2026-08-01,23:00,正偏差,23.3,0.356,负,否,不动,-1.9,未出手,观望,未出手,0.0
2026-08-02,00:00,负偏差,29.4,0.352,负,否,不动,-18.6,未出手,观望,未出手,0.0
2026-08-02,01:00,中性,27.2,0.337,负,否,不动,-2.8,未出手,观望,未出手,0.0
2026-08-02,02:00,中性,24.3,0.386,不明,否,不动,-4.5,未出手,观望,未出手,0.0
2026-08-02,03:00,中性,25.4,0.37,正,否,不动,-1.8,未出手,观望,未出手,0.0
2026-08-02,04:00,中性,25.0,0.406,正,否,不动,-10.0,未出手,观望,未出手,0.0
2026-08-02,05:00,中性,24.9,0.405,正,否,不动,-25.1,未出手,观望,未出手,0.0
2026-08-02,06:00,中性,20.5,0.452,不明,否,不动,-23.4,未出手,观望,未出手,0.0
2026-08-02,07:00,中性,31.7,0.479,不明,否,不动,-44.2,未出手,观望,未出手,0.0
2026-08-02,08:00,中性,48.9,0.405,不明,否,不动,-26.9,未出手,观望,未出手,0.0
2026-08-02,09:00,中性,39.7,0.415,正,否,不动,45.9,未出手,观望,未出手,0.0
2026-08-02,10:00,中性,42.8,0.415,正,否,不动,25.4,未出手,观望,未出手,0.0
2026-08-02,11:00,中性,41.4,0.386,正,否,不动,-9.9,未出手,观望,未出手,0.0
2026-08-02,12:00,中性,31.0,0.43,正,否,不动,-7.4,未出手,观望,未出手,0.0
2026-08-02,13:00,中性,31.7,0.426,不明,否,不动,26.4,未出手,观望,未出手,0.0
2026-08-02,14:00,正偏差,33.5,0.468,正,否,不动,14.7,未出手,观望,未出手,0.0
2026-08-02,15:00,正偏差,47.7,0.472,正,否,不动,15.9,未出手,观望,未出手,0.0
2026-08-02,16:00,正偏差,44.8,0.389,正,否,不动,21.7,未出手,观望,未出手,0.0
2026-08-02,17:00,正偏差,39.4,0.42,不明,否,不动,11.2,未出手,观望,未出手,0.0
2026-08-02,18:00,正偏差,35.3,0.415,不明,否,不动,7.4,未出手,观望,未出手,0.0
2026-08-02,19:00,负偏差,34.1,0.487,不明,否,不动,5.8,未出手,观望,未出手,0.0
2026-08-02,20:00,负偏差,32.9,0.451,不明,否,不动,-4.0,未出手,观望,未出手,0.0
2026-08-02,21:00,负偏差,37.3,0.437,负,否,不动,2.5,未出手,观望,未出手,0.0
2026-08-02,22:00,正偏差,30.3,0.352,不明,否,不动,3.0,未出手,观望,未出手,0.0
2026-08-02,23:00,正偏差,19.4,0.375,负,否,不动,-1.8,未出手,观望,未出手,0.0
2026-08-03,00:00,正偏差,16.8,0.374,负,否,不动,-7.3,未出手,观望,未出手,0.0
2026-08-03,01:00,正偏差,16.9,0.377,负,否,不动,-4.9,未出手,观望,未出手,0.0
2026-08-03,02:00,中性,15.1,0.336,不明,否,不动,-1.0,未出手,观望,未出手,0.0
2026-08-03,03:00,中性,13.4,0.361,正,否,不动,2.8,未出手,观望,未出手,0.0
2026-08-03,04:00,中性,15.9,0.365,正,否,不动,4.8,未出手,观望,未出手,0.0
2026-08-03,05:00,中性,11.2,0.395,正,否,不动,17.9,未出手,观望,未出手,0.0
2026-08-03,06:00,中性,12.6,0.463,不明,否,不动,10.1,未出手,观望,未出手,0.0
2026-08-03,07:00,中性,15.0,0.497,不明,否,不动,4.3,未出手,观望,未出手,0.0
2026-08-03,08:00,中性,20.8,0.38,不明,否,不动,0.4,未出手,观望,未出手,0.0
2026-08-03,09:00,中性,19.6,0.406,正,否,不动,-19.5,未出手,观望,未出手,0.0
2026-08-03,10:00,中性,21.0,0.402,正,否,不动,-2.1,未出手,观望,未出手,0.0
2026-08-03,11:00,中性,27.1,0.382,正,否,不动,34.2,未出手,观望,未出手,0.0
2026-08-03,12:00,正偏差,21.2,0.366,正,否,不动,52.1,未出手,观望,错过 +52.1,0.0
2026-08-03,13:00,正偏差,28.3,0.393,不明,否,不动,22.0,未出手,观望,未出手,0.0
2026-08-03,14:00,正偏差,22.8,0.434,正,否,不动,-8.4,未出手,观望,未出手,0.0
2026-08-03,15:00,正偏差,28.4,0.385,正,否,不动,-14.0,未出手,观望,未出手,0.0
2026-08-03,16:00,正偏差,37.1,0.383,正,否,不动,-128.0,未出手,观望,错过 -128.0,0.0
2026-08-03,17:00,负偏差,30.2,0.421,不明,否,不动,-117.6,未出手,观望,错过 -117.6,0.0
2026-08-03,18:00,负偏差,29.1,0.434,不明,否,不动,-39.9,未出手,观望,未出手,0.0
2026-08-03,19:00,负偏差,41.9,0.435,不明,否,不动,-73.6,未出手,观望,错过 -73.6,0.0
2026-08-03,20:00,负偏差,46.3,0.467,不明,否,不动,-82.6,未出手,观望,错过 -82.6,0.0
2026-08-03,21:00,负偏差,31.2,0.479,负,否,不动,-11.9,未出手,观望,未出手,0.0
2026-08-03,22:00,负偏差,21.1,0.432,不明,否,不动,-3.0,未出手,观望,未出手,0.0
2026-08-03,23:00,正偏差,12.6,0.398,负,否,不动,-10.8,未出手,观望,未出手,0.0
